詞條,定義,反義詞
趕得及,表趕上預期的事件或時間。,趕不及
足,形容數量很多，達到主觀標準以上。,不足
足,形容數量很多，達到主觀標準以上。,不足
足,形容數量很多，達到主觀標準以上。,不足
足,形容程度很高，達到主觀標準以上。,不足
足,形容程度很高，達到主觀標準以上。,不足
足,形容程度很高，達到主觀標準以上。,不足
跌,比喻數量或數目減少。,上升
跌,比喻數量或數目減少。,上昇
跌,比喻數量或數目減少。,增高
跌,比喻數量或數目減少。,升級
跌,比喻數量或數目減少。,升
跌,比喻數量或數目減少。,增長
跌,比喻數量或數目減少。,提高
跌,比喻數量或數目減少。,上升
跌,比喻數量或數目減少。,上昇
跌,比喻數量或數目減少。,增高
跌,比喻數量或數目減少。,增長
跌,比喻數量或數目減少。,上昇
跌,比喻數量或數目減少。,升
跌,比喻數量或數目減少。,上升
跌,比喻數量或數目減少。,提高
跌,比喻數量或數目減少。,增高
跌,比喻數量或數目減少。,升級
跌,比喻數量或數目減少。,增長
跟,追隨特定的趨勢、潮流。,跟不上
跟,追隨特定的趨勢、潮流。,跟不上
跟不上,比喻處於較低的水準，比不上他人。,領先
跟不上,比喻處於較低的水準，比不上他人。,領先
跟不上,比喻處於較低的水準，比不上他人。,領先
跟不上,比喻無法追隨上特定的趨勢、潮流。,跟
跟不上,比喻無法追隨上特定的趨勢、潮流。,跟
身後,人死後。,生前
身後,人死後。,生前
軟,形容物體內部的組織較鬆，形狀容易被改變。,硬
軟,形容物體內部的組織較鬆，形狀容易被改變。,硬
軟,形容採取溫和不激烈的方式。,硬
軟,形容採取溫和不激烈的方式。,硬
軟,形容態度或立場易受影響而妥協。,硬
軟,形容態度或立場易受影響而妥協。,硬
軟,形容輕鬆、較不費腦力閱讀的。,硬
軟,形容輕鬆、較不費腦力閱讀的。,硬
軟性,形容物體內部的組織較鬆，形狀容易被改變。,硬
軟性,形容物體內部的組織較鬆，形狀容易被改變。,硬
軟性,形容輕鬆、較不費腦力閱讀的。,硬
軟性,形容輕鬆、較不費腦力閱讀的。,硬
軟片,尚未使用過，可供紀錄影像的感光材料。,硬
輕,形容重量小。,重
輕,形容重量小。,沉
輕,形容重量小。,沈
輕,形容重量小。,沈
輕,形容重量小。,重
輕,形容重量小。,沉
輕,形容密度比較小。,重
輕,形容密度比較小。,重
輕,形容量小，沒有負擔和壓迫的。,重
輕,形容特定對象的程度低。,重
輕,形容特定對象的程度低。,重
輕,形容造成或影響的後果比較不嚴重的。,重
輕,形容造成或影響的後果比較不嚴重的。,重
輕,形容金額或價值低。,重
輕,形容金額或價值低。,重
輕,形容力量強度小。,重
輕,形容力量強度小。,重
輕,形容程度較輕微的。,重
輕,形容程度較輕微的。,嚴峻
輕,形容程度較輕微的。,深
輕,形容程度較輕微的。,嚴重
輕,形容程度較輕微的。,嚴重
輕,形容程度較輕微的。,嚴重
輕,形容程度較輕微的。,重
輕,形容程度較輕微的。,嚴峻
輕,形容程度較輕微的。,深
輕,形容比預期比例低。,重
輕,不重視後述對象。,重
輕,不重視後述對象。,厚
輕,不重視後述對象。,重視
輕,不重視後述對象。,注重
輕,不重視後述對象。,偏
輕,不重視後述對象。,著重
輕,不重視後述對象。,重視
輕,不重視後述對象。,重
輕,不重視後述對象。,厚
輕,不重視後述對象。,偏
輕,不重視後述對象。,著重
輕,不重視後述對象。,重視
輕,不重視後述對象。,注重
輕,形容在相關對象中意義不重大的。,重
輕,形容在相關對象中意義不重大的。,要
輕,形容在相關對象中意義不重大的。,重要
輕,形容在相關對象中意義不重大的。,緊
輕,形容在相關對象中意義不重大的。,重
輕,形容在相關對象中意義不重大的。,要
輕,形容在相關對象中意義不重大的。,重要
輕,形容在相關對象中意義不重大的。,緊
輕,形容中國傳統命理中形容命運較不好的。,重
輕,形容中國傳統命理中形容命運較不好的。,重
輕度,形容程度較輕微的。,重
輕度,形容程度較輕微的。,深
輕度,形容程度較輕微的。,嚴重
輕度,形容程度較輕微的。,嚴峻
輕度,形容程度較輕微的。,嚴重
輕度,形容程度較輕微的。,嚴重
輕度,形容程度較輕微的。,重
輕度,形容程度較輕微的。,嚴峻
輕度,形容程度較輕微的。,深
輕聲,表聲量小，音調低，讓他人不容易聽到。,高聲
輕聲,表聲量小，音調低，讓他人不容易聽到。,高聲
輸,形容在競爭中被打敗。,克
輸,形容在競爭中被打敗。,勝
輸,形容在競爭中被打敗。,勝
輸,形容在競爭中被打敗。,取勝
輸,形容在競爭中被打敗。,敗
輸,形容在競爭中被打敗。,捷
輸,形容在競爭中被打敗。,取勝
輸,在競爭中因失敗而給贏的一方代價。,贏
輸,在競爭中因失敗而給贏的一方代價。,贏
輾轉,表經過中間程序，不直接。,直
輾轉,表經過中間程序，不直接。,直
近,形容空間的距離短。,遠
近,形容空間的距離短。,遙
近,形容空間的距離短。,遠
近,形容空間的距離短。,遙
近,形容空間的距離短。,長程
近,形容空間的距離短。,遠
近,形容空間的距離短。,遙
近,形容時間的距離短。,遠
近,形容時間的距離短。,遠
近,形容時間的距離短。,遙
近,形容時間的距離短。,遙
近,形容關係密切的。,遠
近,形容關係密切的。,遠
近路,比一般更快的路程或方法。,遠路
近路,比一般更快的路程或方法。,遠道
近路,比一般更快的路程或方法。,遠道
近路,比一般更快的路程或方法。,遠路
迫,形容特定空間內的特定對象數量多到幾乎超過最大容量。,鬆
迫,形容特定空間內的特定對象數量多到幾乎超過最大容量。,鬆
退,物體往與面對方向相反的方向移動。,進
退,物體往與面對方向相反的方向移動。,進
逆,引介比喻事件進行的歷程，其歷程與該時間參考點的潮流相反。,順
逆,引介比喻事件進行的歷程，其歷程與該時間參考點的潮流相反。,順
逆,形容沒有朝預期方向生長的。,順
逆,形容沒有朝預期方向生長的。,順
逆,形容事件進行的過程不順利的。,順
逆,形容事件進行的過程不順利的。,順
逆,不服從、不遵循特定對象。,順
這,根據說話者說話時所處的時空而言，指稱比較近的後述對象。,那
這,根據說話者說話時所處的時空而言，指稱比較近的後述對象。,那
這,離說話者或參考點較近的位置。,那裏
這,離說話者或參考點較近的位置。,那裡
這,離說話者或參考點較近的位置。,那
這,離說話者或參考點較近的位置。,那邊
這,離說話者或參考點較近的位置。,那兒
這,離說話者或參考點較近的位置。,那
這,離說話者或參考點較近的位置。,那裏
這,離說話者或參考點較近的位置。,那邊
這,離說話者或參考點較近的位置。,那裡
這,離說話者或參考點較近的位置。,那兒
這兒,離說話者或參考點較近的位置。,那兒
這兒,離說話者或參考點較近的位置。,那裏
這兒,離說話者或參考點較近的位置。,那裡
這兒,離說話者或參考點較近的位置。,那
這兒,離說話者或參考點較近的位置。,那邊
這兒,離說話者或參考點較近的位置。,那
這兒,離說話者或參考點較近的位置。,那兒
這兒,離說話者或參考點較近的位置。,那邊
這兒,離說話者或參考點較近的位置。,那裡
這兒,離說話者或參考點較近的位置。,那裏
這樣,代指與說話者距離較近的事件狀態。,那樣
這樣,代指與說話者距離較近的事件狀態。,那麼樣
這樣,代指與說話者距離較近的事件狀態。,那樣
這樣,代指與說話者距離較近的事件狀態。,那麼樣
這樣子,代指說話者距離較近的事件狀態。,那樣
這樣子,代指說話者距離較近的事件狀態。,那麼樣
這樣子,代指說話者距離較近的事件狀態。,那樣
這樣子,代指說話者距離較近的事件狀態。,那麼樣
這裏,離說話者或參考點較近的位置。,那裏
這裏,離說話者或參考點較近的位置。,那裡
這裏,離說話者或參考點較近的位置。,那
這裏,離說話者或參考點較近的位置。,那邊
這裏,離說話者或參考點較近的位置。,那兒
這裏,離說話者或參考點較近的位置。,那
這裏,離說話者或參考點較近的位置。,那裏
這裏,離說話者或參考點較近的位置。,那邊
這裏,離說話者或參考點較近的位置。,那裡
這裏,離說話者或參考點較近的位置。,那兒
這裡,離說話者或參考點較近的位置。,那裏
這裡,離說話者或參考點較近的位置。,那裡
這裡,離說話者或參考點較近的位置。,那
這裡,離說話者或參考點較近的位置。,那邊
這裡,離說話者或參考點較近的位置。,那兒
這裡,離說話者或參考點較近的位置。,那
這裡,離說話者或參考點較近的位置。,那裏
這裡,離說話者或參考點較近的位置。,那邊
這裡,離說話者或參考點較近的位置。,那裡
這裡,離說話者或參考點較近的位置。,那兒
這邊,離說話者或參考點較近的位置。,那裏
這邊,離說話者或參考點較近的位置。,那裡
這邊,離說話者或參考點較近的位置。,那
這邊,離說話者或參考點較近的位置。,那兒
這邊,離說話者或參考點較近的位置。,那邊
這邊,離說話者或參考點較近的位置。,那
這邊,離說話者或參考點較近的位置。,那裏
這邊,離說話者或參考點較近的位置。,那兒
這邊,離說話者或參考點較近的位置。,那裡
這邊,離說話者或參考點較近的位置。,那邊
逝,比喻生物失去生命。,生存
逝,比喻生物失去生命。,活
逝,比喻生物失去生命。,生
逝,比喻生物失去生命。,存
逝,比喻生物失去生命。,昌
逝,比喻生物失去生命。,生存
逝,比喻生物失去生命。,生
逝,比喻生物失去生命。,生存
逝,比喻生物失去生命。,生
逝,比喻生物失去生命。,昌
逝,比喻生物失去生命。,存
逝,比喻生物失去生命。,活
速,形容事件或事件的特定段落進行的時間短。,慢慢
速,形容事件或事件的特定段落進行的時間短。,龜
速,形容事件或事件的特定段落進行的時間短。,慢
連續,形容相連、不間斷的。,離散
連續,形容相連、不間斷的。,離散
連續,形容相連、不間斷的。,離散
進,物體往與面對方向相同的方向移動。,退
進,物體往與面對方向相同的方向移動。,退
進,從參考位置的外面移到參考位置的裡面。,出去
進,從參考位置的外面移到參考位置的裡面。,出來
進,從參考位置的外面移到參考位置的裡面。,出
進,從參考位置的外面移到參考位置的裡面。,出去
進,從參考位置的外面移到參考位置的裡面。,出來
進,從參考位置的外面移到參考位置的裡面。,出
進,比喻正式加入特定團體。,出去
進,比喻正式加入特定團體。,出來
進,比喻正式加入特定團體。,出去
進,比喻正式加入特定團體。,出來
進來,從參考位置的外面移到參考位置的裡面。,出去
進來,從參考位置的外面移到參考位置的裡面。,出來
進來,從參考位置的外面移到參考位置的裡面。,出
進來,從參考位置的外面移到參考位置的裡面。,出來
進來,從參考位置的外面移到參考位置的裡面。,出去
進來,從參考位置的外面移到參考位置的裡面。,出
